date,Event,Person,Place,TV
2023-03-01,0.519826382401243,0.4414787981000895,0.0335531620922617,0.005141657406405806
2023-03-02,0.4984979815878848,0.41237486122313305,0.0788321961322553,0.010294961056726889
2023-03-03,0.4675458130427968,0.37662129521350873,0.13472615091877488,0.021106740824919562
2023-03-04,0.4824661459380416,0.44004524455975436,0.0644747673756674,0.013013842126536633
2023-03-05,0.49015849791150135,0.36313001720364474,0.11830003892374229,0.02841144596111161
2023-03-06,0.512681496535771,0.31060937115584186,0.1468786394267661,0.029830492881621012
2023-03-07,0.5512499907301119,0.3051491007818321,0.11769205939441675,0.02590884909363914
2023-03-08,0.5334105646440561,0.354966204957032,0.09728689205209258,0.014336338346819341
2023-03-09,0.5869245034959208,0.25426517651329444,0.13302607031627575,0.025784249674508916
2023-03-10,0.46491802709575514,0.40363996146535785,0.11203166089514932,0.019410350543737687
2023-03-11,0.5336869163108102,0.30893367153328405,0.1354488253019344,0.021930586853971305
2023-03-12,0.6493506674980541,0.1818236344153589,0.16184389169332292,0.006981806393263998
2023-03-13,0.535444904836372,0.31014457500838444,0.14448496963635166,0.009925550518891909
2023-03-14,0.5211398129514834,0.42902141187154585,0.046697346290826364,0.003141428886144437
2023-03-15,0.5676352604845749,0.3260831165100469,0.09892182362620722,0.007359799379170958
2023-03-16,0.6064126516220235,0.30560015793952283,0.08553840933410822,0.002448781104345411
2023-03-17,0.512631837086601,0.40655116536789887,0.07497991529887163,0.005837082246628452
2023-03-18,0.514603646685178,0.3872771984577748,0.08691171800836513,0.011207436848682084
2023-03-19,0.6079645989836848,0.30250138756079853,0.0867963132711982,0.002737700184318449
2023-03-20,0.5212330174213363,0.4216197146121014,0.05324024951296867,0.003907018453593554
2023-03-21,0.5199311558452154,0.43171317659068786,0.04558436130484895,0.0027713062592478297
2023-03-22,0.5158654012709141,0.44082109857980156,0.04175652600259218,0.00155697414669222
2023-03-23,0.5289871959878368,0.4244008914610298,0.0449876503104636,0.001624262240669761
2023-03-24,0.4677416797547608,0.501502212707086,0.029683570882052226,0.0010725366561010602
2023-03-25,0.4677733772934135,0.4124839756124976,0.11800646286078689,0.0017361842333020018
2023-03-26,0.49663166947859555,0.46571081186270613,0.03486287729676295,0.002794641361935374
2023-03-27,0.5074739494713676,0.4547084751806393,0.037190980014634605,0.0006265953333584839
2023-03-28,0.5099018393586093,0.45802981685257793,0.030895324340797944,0.0011730194480148019
2023-03-29,0.5132778203344427,0.4519904261392147,0.03398916220022963,0.0007425913261130447
2023-03-30,0.5226530565365257,0.4145572617249949,0.061692311598311754,0.0010973701401675755
2023-03-31,0.5072831412044776,0.38837165521700834,0.09874157645771434,0.005603627120799719
