date,country_code,historical,pop culture
2023-03-24,DE,0.9230069684638099,0.07699303153619007
2023-03-24,GB,0.802526335345096,0.19747366465490404
2023-03-24,IN,0.6721411912727461,0.3278588087272539
2023-03-24,JP,0.5734691580653891,0.4265308419346109
2023-03-24,US,0.8078409227045072,0.19215907729549275
2023-03-25,DE,0.9400229708557268,0.059977029144273206
2023-03-25,GB,0.7211809930592632,0.2788190069407368
2023-03-25,IN,0.533067992286345,0.466932007713655
2023-03-25,JP,0.37520833417465055,0.6247916658253495
2023-03-25,US,0.7901410143241006,0.20985898567589945
2023-03-26,DE,0.9161935783995087,0.08380642160049138
2023-03-26,GB,0.8441237113402061,0.1558762886597938
2023-03-26,IN,0.492426354399274,0.507573645600726
2023-03-26,JP,0.6195412015339758,0.3804587984660241
2023-03-26,US,0.7254391214092707,0.27456087859072936
2023-03-27,DE,0.9371931647011771,0.06280683529882293
2023-03-27,GB,0.9087137045682361,0.0912862954317639
2023-03-27,IN,0.45361268160228974,0.5463873183977103
2023-03-27,JP,0.5478900200793033,0.4521099799206967
2023-03-27,US,0.8143664624416214,0.18563353755837866
2023-03-28,DE,0.9761417336687838,0.02385826633121624
2023-03-28,GB,0.9755097925990747,0.024490207400925286
2023-03-28,IN,0.513634658721626,0.48636534127837405
2023-03-28,JP,0.7019616811505819,0.2980383188494181
2023-03-28,US,0.8376598675671609,0.162340132432839
2023-03-29,DE,0.9796604811208632,0.020339518879136768
2023-03-29,GB,0.8698279232843289,0.13017207671567108
2023-03-29,IN,0.5781949698204146,0.4218050301795853
2023-03-29,JP,0.6338470196254006,0.3661529803745995
2023-03-29,US,0.7459114618805336,0.25408853811946636
2023-03-30,DE,0.9289264470387139,0.0710735529612861
2023-03-30,GB,0.9409210309294792,0.05907896907052083
2023-03-30,IN,0.6601902881658377,0.33980971183416225
2023-03-30,JP,0.7000503638083164,0.2999496361916836
2023-03-30,US,0.821053396159346,0.17894660384065392
2023-03-31,DE,0.7145985954548972,0.28540140454510277
2023-03-31,GB,0.9331065101159649,0.06689348988403511
2023-03-31,IN,0.5452872150936773,0.4547127849063227
2023-03-31,JP,0.627934214052466,0.37206578594753403
2023-03-31,US,0.7822651849164891,0.2177348150835109
