date,country_code,current,historical
2023-03-24,DE,0.6053978506808696,0.39460214931913046
2023-03-24,GB,0.5949964317753205,0.4050035682246796
2023-03-24,IN,0.2991096333903162,0.7008903666096838
2023-03-24,JP,0.8336096381115139,0.1663903618884861
2023-03-24,US,0.5676279473744003,0.4323720526255997
2023-03-25,DE,0.8032970674147183,0.19670293258528174
2023-03-25,GB,0.8143008153055564,0.18569918469444358
2023-03-25,IN,0.6905137956721241,0.30948620432787594
2023-03-25,JP,0.9175683622136103,0.08243163778638977
2023-03-25,US,0.5899448393852689,0.41005516061473113
2023-03-26,DE,0.6935687383551972,0.30643126164480283
2023-03-26,GB,0.9161819445084066,0.08381805549159337
2023-03-26,IN,0.7631920552961026,0.23680794470389743
2023-03-26,JP,0.6428546249577394,0.3571453750422606
2023-03-26,US,0.8032512474097075,0.19674875259029243
2023-03-27,DE,0.5589406148374798,0.44105938516252025
2023-03-27,GB,0.4748710469411659,0.5251289530588341
2023-03-27,IN,0.7085762341266504,0.2914237658733496
2023-03-27,JP,0.8004927207719026,0.19950727922809736
2023-03-27,US,0.6869534949888301,0.31304650501116993
2023-03-28,DE,0.30967522122009344,0.6903247787799066
2023-03-28,GB,0.2341201058938275,0.7658798941061725
2023-03-28,IN,0.6626783554909503,0.3373216445090496
2023-03-28,JP,0.748366995765903,0.251633004234097
2023-03-28,US,0.3811181760672674,0.6188818239327326
2023-03-29,DE,0.4915264663365423,0.5084735336634577
2023-03-29,GB,0.9208231705884288,0.0791768294115712
2023-03-29,IN,0.7566729008897202,0.2433270991102799
2023-03-29,JP,0.7137058337569904,0.2862941662430097
2023-03-29,US,0.5222020917100769,0.47779790828992313
2023-03-30,DE,0.6357359574541721,0.3642640425458279
2023-03-30,GB,0.6162227749070363,0.38377722509296375
2023-03-30,IN,0.8155481003224616,0.1844518996775384
2023-03-30,JP,0.7736907743740764,0.22630922562592357
2023-03-30,US,0.6028124252660528,0.39718757473394717
2023-03-31,DE,0.7651351998085666,0.23486480019143335
2023-03-31,GB,0.8595714075958062,0.14042859240419384
2023-03-31,IN,0.8625709231693478,0.13742907683065217
2023-03-31,JP,0.8505033320287436,0.14949666797125644
2023-03-31,US,0.7289324726939203,0.27106752730607975
